Name,Nationality,Position,Club,Overall Rating,Pace,Shooting,Passing,Dribbling,Defending,Physical,Age
Jamie Adkins,Chile,Midfielder,Sheikh Jamal Dhanmondi Club,84,75,66,78,80,63,73,36
Keith Sullivan,Senegal,Midfielder,Al-Sadd,86,65,61,70,75,66,72,26
Elizabeth Clark,Bangladesh,Midfielder,Inter Milan,84,75,65,74,77,63,68,23
Marcelle Dupont,Belgium,Midfielder,Ajax,81,80,69,71,69,56,65,37
Michael Dixon,Serbia,Goalkeeper,Ajax,81,79,69,79,80,60,74,21
Toni Fitzgerald,Ivory Coast,Forward,Orlando City,78,77,69,67,65,61,76,30
Diane Beck,Egypt,Forward,Real Madrid,76,79,71,66,75,63,70,29
Anna Crane,Guinea,Midfielder,Sevilla,88,78,68,69,76,48,76,28
Eric Drake,Poland,Defender,Ajax,83,77,61,80,69,62,76,19
Aleksandr Bien-Henschel,Germany,Midfielder,Al-Ittihad,77,74,60,74,69,62,66,40
Miss Patricia Gibson,Northern Ireland,Goalkeeper,Al-Rayyan,81,68,72,74,75,60,78,23
Gerard Chamberlain,England,Defender,Fulham,83,73,61,73,69,50,81,31
Kathleen Sanchez,Austria,Midfielder,Saif SC,84,73,59,66,78,58,75,35
Abigail Potter,Santos,Midfielder,PSG,86,64,72,77,79,54,78,24
Ashley Coleman,Croatia,Forward,RB Leipzig,80,76,62,67,79,63,76,40
Raymond Barthelemy,France,Midfielder,Flamengo,87,76,63,75,77,52,75,38
David Charles,Slovakia,Midfielder,Retired,80,72,63,71,76,57,70,34
Benita Sobrino Molins,Spain,Midfielder,Atletico Madrid,82,68,62,69,80,59,75,40
Stephanie Salazar,Croatia,Midfielder,Inter Milan,81,73,71,77,78,63,74,38
Kathy Rivas,Algeria,Forward,Benfica,84,77,73,73,80,48,75,36
Stephanie Manning,Algeria,Defender,Real Betis,81,80,59,67,71,47,76,38
David Wright,South Korea,Defender,Manchester City,82,64,64,74,80,46,66,37
Pamela Boyd,Algeria,Forward,Juventus,84,70,67,85,73,59,74,24
Denise Jones,Slovenia,Midfielder,Leipzig,82,72,66,70,72,54,65,26
Evi Scardino,Netherlands,Goalkeeper,Real Betis,84,71,65,69,78,47,77,19
Steven Miller,Scotland,Forward,Sheikh Jamal Dhanmondi Club,80,67,74,78,71,68,68,31
Igor Gomes,Brazil,Goalkeeper,Wolverhampton,79,71,76,73,77,62,75,25
Michelle Brown,Colombia,Midfielder,Grêmio,86,76,64,71,79,56,72,34
Joshua Perry,Republic of Ireland,Goalkeeper,Liverpool,84,77,68,78,79,54,76,31
Marc du Pires,France,Forward,Real Madrid,81,73,68,79,77,58,67,36
Melissa Gates,Kenya,Defender,Bayer Leverkusen,85,79,71,71,68,54,78,37
Jamie Smith,Bangladesh,Midfielder,LA Galaxy,83,64,76,70,73,60,75,21
Miss Georgina Davis,England,Goalkeeper,Inter Miami,81,72,68,76,70,60,74,32
Jennifer Adkins,Chile,Midfielder,Leicester City,84,65,72,71,77,60,71,37
Lindsey Walker,Northern Ireland,Goalkeeper,OGC Nice,72,74,62,67,69,67,71,39
Jeffrey Johnson,Sweden,Defender,Burnley,82,81,65,72,76,59,66,40
Michael Powell,Georgia,Goalkeeper,Tottenham,85,71,75,74,74,64,75,35
John Anderson,Kenya,Forward,Espanyol,82,70,62,71,76,60,77,40
Alyssa Long,Norway,Midfielder,Newcastle United,75,76,78,72,78,60,68,32
Alyssa Day,South Korea,Goalkeeper,Fiorentina,82,82,63,80,79,64,68,36
Kate Clayton,England,Defender,Inter Miami,84,77,72,71,80,66,80,24
Goyo Morán-Galán,Spain,Forward,Trabzonspor,80,76,66,74,82,56,73,40
George Hobbs,Algeria,Goalkeeper,Nottingham Forest,85,63,69,82,74,52,71,20
Trevor Fisher,Ecuador,Midfielder,Al-Ittihad,88,75,72,81,74,67,69,34
Mr Damian Brown,England,Defender,Real Madrid,90,74,68,71,69,61,71,19
Zoe Bell,Uruguay,Defender,Roma,77,84,71,67,82,55,75,40
Rachael Pearson,Slovenia,Forward,Al-Sadd,81,79,69,84,74,71,74,39
Tiffany Gonzalez,Northern Ireland,Defender,PSV Eindhoven,75,71,71,68,71,63,78,35
Christian Martinez,Senegal,Forward,Retired,86,76,63,76,77,68,68,32
Kristy Robinson,Scotland,Defender,Galatasaray,82,74,52,75,76,62,77,26
Pamela Jackson,Ecuador,Goalkeeper,Atletico Madrid,84,72,60,76,81,59,69,32
Nicole Wilson,Denmark,Goalkeeper,Inter Milan,84,69,57,70,71,55,68,36
Traci Rodriguez,Ivory Coast,Goalkeeper,Sevilla,80,72,70,71,73,45,79,37
Eric Byrd,USA,Goalkeeper,Abahani Limited,85,79,63,74,76,62,65,40
Jennifer Espinoza,Cameroon,Forward,AC Milan,80,72,63,71,82,63,85,26
Michael Burton,Slovakia,Forward,Aston Villa,81,70,62,70,76,60,73,21
Raymond Jefferson,Denmark,Goalkeeper,Fiorentina,83,76,59,62,79,61,70,23
Barbara Riggs,Serbia,Goalkeeper,Manchester City,80,68,73,80,69,70,76,35
Hannah Patterson,Morocco,Defender,OGC Nice,82,76,69,65,83,53,69,25
Jonathan Peterson,Senegal,Midfielder,Trabzonspor,81,63,62,70,79,59,78,23
Samantha Garcia,Slovenia,Defender,Orlando City,82,73,65,76,70,65,79,39
Marie Pirard Mathieu,Belgium,Goalkeeper,Roma,82,77,55,68,70,54,70,37
Elisa van den Nieuwenhuijsen,Netherlands,Forward,Everton,82,71,70,74,78,57,74,39
Debra Morton,USA,Midfielder,Trabzonspor,80,82,72,70,84,69,72,35
Karen Graham,Morocco,Forward,Al-Rayyan,83,73,67,71,74,55,76,37
Sig.ra Ida Govoni,Italy,Forward,Chelsea,83,81,65,68,70,56,71,25
Angelica Keith,Austria,Goalkeeper,Saif SC,73,73,63,73,77,57,83,20
Dipl.-Ing. Kasimir Schmidt MBA.,Germany,Defender,Leipzig,78,75,66,74,68,61,74,28
Amina van Vermandois,Netherlands,Forward,Atlético Madrid,85,81,67,69,73,56,69,40
Catherine Lewis,Senegal,Defender,PSG,80,66,65,72,80,57,77,36
Gina Beard,Denmark,Midfielder,Al-Rayyan,87,67,73,72,67,61,73,32
Desiree Smith,Denmark,Goalkeeper,PSG,80,83,74,66,86,56,77,20
Angela Cortez,Ecuador,Defender,Manchester City,81,72,70,73,78,72,67,39
Peter Vaughn DDS,Austria,Midfielder,Roma,82,72,64,81,82,51,74,33
Ricky Davis II,Serbia,Forward,Atletico Madrid,83,81,74,74,73,56,80,38
Elizabeth Perkins,Ecuador,Forward,Fiorentina,81,77,68,68,80,69,72,35
Joseph Coleman,Sweden,Defender,Orlando City,76,72,67,69,80,51,73,30
Erin Warner,Serbia,Forward,Al-Rayyan,81,76,63,81,77,59,74,30
David Martinez,Republic of Ireland,Goalkeeper,Real Madrid,80,73,64,77,77,55,75,38
Igor Borges,Portugal,Forward,LA Galaxy,80,74,66,66,73,63,77,33
Tiffany Vaughn,Poland,Forward,Liverpool,85,79,66,78,77,57,69,29
Parker Hill,USA,Forward,Al-Ittihad,81,78,66,67,77,58,71,18
Paige Carlson,Guinea,Defender,Galatasaray,87,74,73,71,74,54,71,28
Sigfrido Ferrera Marti,Spain,Midfielder,Everton,85,70,59,68,85,54,69,34
Denise Mccann,South Korea,Defender,Napoli,86,66,69,66,79,59,77,32
Melissa Martinez,Poland,Defender,Sheikh Jamal Dhanmondi Club,80,77,69,68,72,57,70,34
Julie Richard,Belgium,Goalkeeper,AC Milan,79,71,67,74,83,55,69,39
Julie Alexander,Poland,Goalkeeper,Manchester United,79,69,59,74,81,62,73,33
Anas Thiry,Belgium,Forward,Trabzonspor,89,75,73,66,79,65,84,33
Rodney Morales,Chile,Goalkeeper,Leicester City,78,69,59,81,62,49,76,23
Mark Brown,Santos,Defender,Wolverhampton,80,65,58,67,74,66,74,38
Justin Torres,Ivory Coast,Defender,Atlético Madrid,77,65,67,70,81,58,86,19
Bailey Duran DDS,Northern Ireland,Defender,Chelsea,87,72,77,73,79,66,68,24
Courtney Mills,Denmark,Goalkeeper,Aston Villa,84,73,63,76,80,69,71,31
Jeremy Dalton,Cameroon,Midfielder,Montreal Impact,82,73,69,75,75,56,68,26
Féline Courtier,Netherlands,Goalkeeper,Grêmio,82,72,64,69,74,62,78,22
Natalie Meza,Croatia,Forward,Atlético Madrid,81,75,69,75,68,52,71,32
Daniel Guerrero,Chile,Goalkeeper,Chittagong Abahani,79,74,65,63,80,59,79,23
Christopher Jones,Slovakia,Forward,Roma,85,69,58,80,72,62,73,35
Lucas Lebreton,France,Defender,LA Galaxy,82,76,62,70,78,57,77,30
Julie Johnson,Northern Ireland,Goalkeeper,Roma,82,75,69,80,71,49,65,29
Douglas Heath,Serbia,Forward,Juventus,76,81,65,78,70,63,73,33
David Baker,Serbia,Goalkeeper,Leipzig,77,76,75,64,73,72,74,31
Leah Lara,Senegal,Defender,Vissel Kobe,83,77,62,69,73,64,76,24
Benoît Delvaux,Belgium,Defender,AS Roma,83,74,67,75,79,55,81,25
Derek Thomas,Slovenia,Midfielder,Santos,88,77,76,75,67,56,78,34
Ricky Larson,Slovenia,Forward,Benfica,82,68,65,71,76,52,76,36
Tammy Gonzales,Cameroon,Goalkeeper,Villarreal,82,76,64,78,80,63,75,36
Eric Powell,Austria,Goalkeeper,PSG,85,83,56,62,74,55,70,24
Joshua Kim,Poland,Goalkeeper,Arsenal,83,71,78,79,77,57,71,30
Stacy Navarro,Morocco,Goalkeeper,Roma,84,74,69,75,80,67,74,33
Allison Perez,Austria,Forward,Atletico Madrid,85,73,63,71,85,60,70,21
Shannon Matthews,Georgia,Defender,Leeds United,86,73,62,70,74,58,66,25
João Felipe Oliveira,Brazil,Forward,Fiorentina,83,70,77,70,83,62,75,31
Peter Ruiz,Georgia,Midfielder,Orlando City,84,68,69,73,79,57,71,39
Sydney White,Croatia,Forward,Manchester United,82,70,62,70,73,57,76,19
Madison Vasquez,Guinea,Midfielder,Galatasaray,88,83,71,72,79,61,72,34
Gregory Cook,Santos,Goalkeeper,Montreal Impact,77,74,74,78,87,57,82,39
Shannon Rivera,Poland,Midfielder,Retired,80,74,66,75,78,52,72,21
Donna Landry,Mexico,Defender,Nottingham Forest,77,66,70,69,79,64,78,28
Ana Carolina Marques,Brazil,Midfielder,Ajax,87,72,62,79,77,61,74,30
David Wilson,Slovakia,Defender,Chittagong Abahani,78,75,73,74,78,57,81,37
Teresa Vilar Abella,Spain,Forward,Benfica,83,80,66,75,76,60,78,35
Kimberly Gutierrez,Egypt,Defender,Bayern Munich,87,72,67,80,85,64,71,31
Jayne Evans,England,Goalkeeper,PSG,84,77,65,79,77,59,74,38
Lori Wolf,South Korea,Midfielder,Inter Miami,83,66,67,77,75,52,73,31
Thiago Benjamin Valentino Garcia,Argentina,Forward,Al-Nassr,80,75,62,72,77,62,75,25
Kari Johnson,Santos,Forward,Bayern Munich,87,73,63,73,83,59,82,29
Rebecca Mckinney,Chile,Defender,Real Betis,79,59,77,84,82,60,77,40
Adam Russell,Chile,Defender,Al-Ahli,80,72,61,73,71,71,76,29
Ryan Wilson,Slovakia,Defender,Benfica,81,89,70,69,81,59,69,30
Maria Moore,Croatia,Midfielder,Inter Miami,79,76,64,76,79,58,73,35
Dorothy Thornton,Slovenia,Forward,Aston Villa,82,79,66,69,75,61,74,31
John Kennedy,Northern Ireland,Midfielder,Aston Villa,84,74,62,69,79,55,81,28
Nicolas Alvarez,Argentina,Goalkeeper,Real Madrid,82,73,71,75,63,60,73,24
Sr(a). Santino Ezequiel Perez,Argentina,Forward,Vissel Kobe,80,74,60,77,80,56,71,18
Jennifer Villa,Georgia,Defender,PSG,83,78,60,76,81,54,78,38
Samantha Campbell,Croatia,Forward,Napoli,87,75,73,70,80,62,78,32
Kevin Duarte,Algeria,Midfielder,OGC Nice,85,85,65,64,67,49,74,22
Charles Ryan MD,Guinea,Forward,Al-Nassr,82,79,65,79,74,53,71,23
Kimberly Gibson,Chile,Goalkeeper,Rayo Vallecano,87,75,63,72,71,59,66,19
Colin Terry,Nigeria,Defender,Real Betis,86,73,62,74,82,61,85,34
Cynthia Rowe,Cameroon,Defender,Fulham,80,77,64,79,76,62,68,40
Patrick Thornton,Ecuador,Goalkeeper,Manchester City,82,69,63,73,76,56,75,31
Jasmin Alvarado,Georgia,Midfielder,Ajax,80,67,66,72,79,55,77,27
Veronica Simpson,Ecuador,Forward,Ajax,86,80,66,77,80,59,74,37
Jonathan Lawrence,Austria,Forward,Al-Sadd,78,63,72,73,73,54,69,18
Sabrina Gustin,Belgium,Forward,Chittagong Abahani,82,76,69,66,75,55,78,26
Joyce Bowen,Cameroon,Forward,Bayern Munich,84,80,73,67,73,56,69,27
Matthew Moore,Austria,Defender,RB Leipzig,79,73,69,69,78,67,79,35
Yasmin Figueiredo,Portugal,Defender,Barcelona,83,78,71,85,77,51,77,35
Michael Santos,Nigeria,Forward,Al-Nassr,80,71,59,71,72,66,70,20
Sarah Villarreal,Switzerland,Goalkeeper,Al-Sadd,80,76,67,72,76,59,70,22
Eugene Higgins,Egypt,Defender,Inter Milan,80,66,70,75,77,55,73,29
Trini Araujo Bayona,Spain,Goalkeeper,OGC Nice,79,69,74,68,72,62,73,25
Maximiano del Gordillo,Spain,Forward,Benfica,76,76,58,73,78,54,80,23
Jessica Garcia,Algeria,Goalkeeper,Al-Nassr,86,72,61,76,72,51,71,35
Shelia Wallace,Mexico,Midfielder,Manchester City,84,74,73,70,75,56,68,19
Stephanie Williams,South Korea,Defender,Udinese,80,73,63,65,73,63,70,18
Juana Torres Fernandez,Argentina,Midfielder,Crystal Palace,83,74,70,70,74,58,76,40
Louise Parent,Belgium,Defender,Villarreal,86,70,49,72,71,64,73,38
Antonio Renson,Belgium,Forward,Bayern Munich,79,69,65,69,79,69,75,23
Maurice Smith,England,Defender,Inter Milan,84,75,69,74,77,63,67,34
Briana Murray,Egypt,Midfielder,Manchester United,83,72,68,72,70,49,69,23
David Smith,Mexico,Forward,AS Roma,83,77,69,73,63,56,71,36
Stephanie Byrd,Slovenia,Defender,Grêmio,79,75,77,81,74,56,71,27
Brian Matos,Portugal,Goalkeeper,Arsenal,84,67,66,70,78,57,78,30
Victoria Evans,Uruguay,Forward,AS Roma,85,75,57,75,72,59,76,33
Univ.Prof. Elfriede Meyer,Germany,Defender,Al-Nassr,82,76,68,71,74,64,74,20
Christina Cruz,Austria,Forward,Al-Ahli,79,72,57,69,74,58,77,21
Mr. Kenneth Andrews,Georgia,Midfielder,Tottenham,84,68,66,71,71,55,82,22
Elizabeth Spence DDS,Switzerland,Midfielder,Atlético Madrid,86,77,73,75,68,60,71,37
Alexandre Paiva-Sousa,Portugal,Midfielder,Chicago Fire,78,72,72,68,76,63,69,36
Valerie Lozano,Scotland,Defender,Santos,79,76,62,72,80,59,72,39
Sandra Leach,Bangladesh,Forward,Sheikh Jamal Dhanmondi Club,79,81,58,74,81,54,76,19
Crystal Pham,Chile,Midfielder,Chicago Fire,86,73,65,68,83,57,75,23
Connor King,Republic of Ireland,Forward,Juventus,81,72,69,71,71,52,79,39
Dott. Sandra Cagnin,Italy,Defender,Montreal Impact,82,70,70,67,72,55,75,24
Maria Parker,Santos,Midfielder,Watford,84,76,63,84,70,59,72,33
Kevin Oconnor,Austria,Goalkeeper,Olympique Marseille,82,76,61,72,75,62,72,30
Edward Burgess,Northern Ireland,Goalkeeper,Saif SC,85,77,70,73,71,60,80,19
Carlos Ryan,Bangladesh,Goalkeeper,Al-Hilal,84,67,62,71,75,65,74,21
Camille Maillard,France,Goalkeeper,Atlético Madrid,82,89,64,70,80,59,68,29
Dawn Summers,Egypt,Forward,Inter Milan,81,70,61,68,75,54,67,34
Dr. Paul Morgan,Senegal,Forward,Nottingham Forest,86,72,69,72,78,48,77,33
Victor Taylor,Morocco,Forward,Wrexham,80,72,66,74,78,66,73,36
Shannon Ramsey,Kenya,Defender,Atlético Madrid,84,78,57,67,81,54,78,38
Tracy Ballard,Egypt,Forward,AS Roma,76,70,60,74,80,59,68,38
Richard Smith,Senegal,Defender,Sevilla,79,75,67,69,73,63,77,18
Jordan Chambers,Denmark,Forward,Abahani Limited,84,84,69,78,82,62,78,22
Gelsomina Parri-Pagnotto,Italy,Goalkeeper,Real Betis,79,80,73,71,83,70,79,36
David Johnson,Republic of Ireland,Forward,Leicester City,80,72,71,73,85,66,81,18
Ilaria Gangemi,Italy,Defender,Atletico Madrid,81,84,62,65,78,53,68,30
Madison Marshall,Switzerland,Goalkeeper,Aston Villa,80,76,71,75,67,51,77,18
Marie Wilson,Republic of Ireland,Midfielder,Borussia Mönchengladbach,80,71,70,74,72,65,75,31
Wessel Brands,Netherlands,Midfielder,Santos,82,78,66,80,72,58,62,28
Johnathan Davis,Croatia,Forward,Al-Rayyan,79,74,69,71,70,63,74,28
Brandy Chavez,Switzerland,Goalkeeper,Sheikh Jamal Dhanmondi Club,75,76,70,74,73,50,69,39
Morgane Thomas,Belgium,Goalkeeper,Retired,80,70,70,77,72,68,85,28
Patrick Moore,Morocco,Goalkeeper,Montreal Impact,77,78,57,74,73,59,73,34
Brett Burns,Serbia,Forward,Al-Rayyan,85,71,70,71,79,61,81,24
Trevor Johnson,Republic of Ireland,Defender,Chittagong Abahani,80,72,65,83,78,64,75,35
Concha Salcedo Sales,Spain,Goalkeeper,Wrexham,76,70,57,75,72,63,78,37
Kimberly Levine,Santos,Forward,Rayo Vallecano,78,79,61,75,70,54,76,40
James Lopez,Morocco,Midfielder,Barcelona,83,85,63,68,80,65,74,35
Ryan Gibson,Poland,Midfielder,Crystal Palace,80,75,68,78,83,69,71,21
Eva Argentero-Benussi,Italy,Midfielder,Flamengo,82,74,73,66,70,60,76,30
Coline Christiaens,Belgium,Defender,Real Sociedad,84,79,66,77,74,59,79,40
Anne Nicaise,Belgium,Goalkeeper,Villarreal,83,73,70,73,71,60,77,20
Henrique da Conceição,Brazil,Defender,Al-Nassr,81,73,60,79,83,64,74,24
Charles Lester,Morocco,Midfielder,Al-Ittihad,78,69,70,65,79,66,79,30
Scott Thomas,Georgia,Defender,Crystal Palace,89,82,66,73,74,55,75,32
David Thompson,Croatia,Midfielder,Santos,83,71,69,72,76,55,68,39
Allison Smith,Cameroon,Goalkeeper,Olympique Marseille,87,70,65,76,68,65,82,39
Cynthia Morris,Croatia,Midfielder,Chittagong Abahani,80,80,61,63,80,69,75,23
Anthony Harmon,Sweden,Midfielder,Olympique Lyon,84,74,67,68,80,47,77,30
Nichole Alvarez,Kenya,Goalkeeper,Galatasaray,84,72,64,69,80,69,67,25
Kayla Rodriguez,Georgia,Defender,Napoli,87,73,58,73,63,59,81,38
Theresa Williams,Guinea,Goalkeeper,Burnley,84,70,69,72,79,56,66,27
Sharon Boyd,Norway,Defender,OGC Nice,81,74,67,73,80,60,69,19
Victor Brown,Austria,Midfielder,Chittagong Abahani,89,70,68,65,85,52,77,20
Thiago Leonel Flores,Argentina,Defender,Espanyol,81,69,67,72,71,55,80,21
Micheal Wallace,Mexico,Forward,Fulham,81,70,72,64,67,63,81,25
Erica Hernandez,Ecuador,Defender,Manchester United,82,78,69,71,68,61,68,24
Marcus Richards,Republic of Ireland,Midfielder,Saif SC,85,75,69,74,76,52,73,24
Jane Harper,Ecuador,Midfielder,Leipzig,78,77,64,66,76,60,81,39
Jonathan Jordan,Kenya,Goalkeeper,Leipzig,85,72,64,70,71,51,78,20
Salvador Santos,Portugal,Goalkeeper,AC Milan,83,62,63,79,79,56,76,29
Sr(a). Pedro Paez,Argentina,Goalkeeper,Leicester City,81,74,69,65,68,53,71,20
Ronald Ross,Nigeria,Forward,Real Madrid,84,77,73,73,77,66,73,29
Emily Edwards,Uruguay,Forward,Tottenham,83,71,63,65,81,53,72,28
Troy Mcdaniel,Ecuador,Goalkeeper,Bayern Munich,83,74,72,69,65,69,79,18
Arthur Bourguignon Grégoire,Belgium,Goalkeeper,RB Leipzig,80,76,73,67,74,63,76,25
Jacqueline Anderson,Serbia,Midfielder,Flamengo,81,77,60,68,76,65,67,18
Tyler Hoffman,Austria,Midfielder,AS Roma,79,78,76,70,75,50,68,25
Jennifer Russo,Kenya,Midfielder,Olympique Marseille,83,86,67,75,85,60,72,33
Jenny Moon,Cameroon,Forward,Al-Hilal,90,74,65,66,82,59,80,29
Dwayne Edwards,Santos,Defender,Inter Milan,86,70,66,74,84,54,71,25
Jordan Moore,USA,Defender,Espanyol,86,77,61,78,79,55,74,25
Dr. Gregory Hawkins,Kenya,Goalkeeper,Benfica,82,78,68,70,71,52,68,33
Donald Perez,Morocco,Defender,PSG,80,79,66,75,86,58,76,33
Sanne Blom,Netherlands,Midfielder,Manchester City,87,77,68,63,89,61,68,31
Mary Steele,Chile,Goalkeeper,Abahani Limited,82,75,66,79,79,64,83,33
Donald Farmer,Bangladesh,Defender,OGC Nice,83,73,66,73,81,52,72,40
Fatiha Cuvelier,Belgium,Midfielder,Liverpool,85,73,65,73,81,49,68,23
Pasquale Bonanno,Italy,Midfielder,Fulham,88,75,70,76,63,70,62,29
Mark Johnson,Colombia,Midfielder,Chittagong Abahani,76,78,67,78,66,55,72,33
Cindy Barnes,Egypt,Forward,PSV Eindhoven,84,67,69,73,77,65,79,28
Jacob Griffith,Republic of Ireland,Midfielder,Leicester City,85,77,56,76,74,61,78,29
Latoya Miller,USA,Defender,Nottingham Forest,83,69,63,67,74,63,74,28
Casemiro Criado Ayala,Spain,Forward,Tottenham,78,85,57,87,78,57,71,38
Denise Stanley,Sweden,Midfielder,Vissel Kobe,80,77,69,73,78,55,77,38
Mr. Donald Fischer,Colombia,Forward,Manchester United,80,72,73,72,73,66,76,20
Jérôme Perret,France,Midfielder,Al-Rayyan,90,71,69,77,80,58,74,37
Michael Watkins,Slovakia,Forward,Chittagong Abahani,75,73,65,71,84,52,74,31
Lorena Aparecida,Brazil,Midfielder,Trabzonspor,79,69,64,73,79,63,65,26
William Brown,Nigeria,Goalkeeper,Burnley,78,88,68,74,72,53,66,21
Tony Saunders,Nigeria,Midfielder,Real Betis,81,76,75,80,75,60,76,32
Donna Wilson,USA,Forward,Orlando City,79,66,69,74,68,59,79,20
Jeffrey Anderson MD,Serbia,Defender,Wrexham,83,70,65,75,70,63,76,27
Theodoro Novais,Brazil,Defender,Retired,82,80,66,69,71,62,73,20
Renee Jones,Ecuador,Defender,Al-Ahli,82,72,67,73,76,56,82,20
Amanda Smith,Egypt,Defender,Arsenal,83,67,61,71,71,64,71,35
Shannon Johnston,Senegal,Forward,Orlando City,82,71,64,72,73,53,69,29
Michelle Butler,Northern Ireland,Forward,OGC Nice,85,72,61,68,80,67,73,30
Alex Nguyen,Ivory Coast,Defender,Napoli,84,73,70,79,66,56,77,40
Lisa Collier,Switzerland,Defender,Newcastle United,88,78,63,72,81,61,77,22
Anita Richard,Poland,Goalkeeper,Fulham,79,66,63,83,85,58,72,34
Kevin Warren,Sweden,Midfielder,Manchester City,89,75,61,74,80,69,79,32
Eric Morgan,Georgia,Forward,Montreal Impact,86,69,59,76,73,56,72,26
Christopher Dixon,Switzerland,Forward,Napoli,82,78,60,70,71,66,74,30
Jordan Bullock,Uruguay,Forward,Leipzig,77,75,66,70,81,57,72,36
Nicholas Fuentes,Uruguay,Forward,Sheikh Jamal Dhanmondi Club,84,71,59,66,81,64,83,25
Cynthia Thomas,Uruguay,Goalkeeper,Tottenham,79,75,69,73,77,58,69,25
Dierk Schleich B.A.,Germany,Defender,Newcastle United,80,68,61,69,74,47,70,26
Mary Thompson,Austria,Midfielder,Trabzonspor,81,78,62,76,72,64,75,38
Jordana Sanchez Moraleda,Spain,Goalkeeper,RB Leipzig,78,72,63,69,79,63,68,30
Lori Hernandez,Kenya,Forward,Retired,83,71,73,70,72,60,76,23
Jeremy Turner,Mexico,Midfielder,Udinese,86,75,68,77,68,64,83,36
Anthony Romero,Serbia,Midfielder,Borussia Mönchengladbach,81,58,64,70,76,60,69,37
Jesse Brown,Uruguay,Forward,Vissel Kobe,84,77,73,75,80,57,77,39
Angela Lin,Morocco,Forward,Leicester City,85,84,72,72,80,53,76,27
Lisa Hunter,Croatia,Goalkeeper,Santos,85,70,67,72,78,62,72,28
Miriam Oliveira,Portugal,Goalkeeper,AS Roma,77,77,61,74,82,61,78,26
Nancy Williams,Chile,Forward,Inter Miami,79,75,62,73,81,63,82,39
Esther Duarte,Brazil,Forward,Tottenham,77,66,65,80,74,63,62,39
Kathryn Rosario,Ecuador,Forward,Santos,84,71,64,73,80,57,73,32
Robert Monroe,Colombia,Forward,Trabzonspor,86,76,72,76,80,54,77,38
José Antonio Duque Ariza,Spain,Goalkeeper,Orlando City,85,74,66,74,76,57,76,22
Raimondo Rosmini,Italy,Forward,Manchester City,82,68,73,75,80,61,80,18
Lisa Cox,Norway,Goalkeeper,Sheikh Jamal Dhanmondi Club,81,68,70,71,79,50,75,19
Jasmine Schroeder,Norway,Forward,Nottingham Forest,85,68,67,76,76,58,68,33
Amy Mccoy,Slovakia,Forward,Chelsea,82,78,63,69,74,62,76,35
Gary Grant,Algeria,Midfielder,AC Milan,88,68,72,72,82,52,72,38
David York,Nigeria,Midfielder,Manchester United,83,70,60,77,68,62,73,30
Lindsey Hernandez,Georgia,Midfielder,Grêmio,85,75,64,74,71,63,76,22
Matthew Rangel,Guinea,Goalkeeper,Sevilla,85,75,70,72,81,63,70,32
Jill Harrison-Gilbert,England,Midfielder,Ajax,87,75,65,77,74,55,77,19
Teresa Collins,Slovenia,Forward,Ajax,80,76,59,68,79,53,74,36
Rickey Li,Georgia,Defender,Inter Miami,85,68,62,73,75,51,72,36
Sandra Rodgers,Senegal,Goalkeeper,Galatasaray,85,72,71,84,69,62,71,22
Kelsey Lucas,Northern Ireland,Defender,Everton,86,80,71,68,85,57,73,22
Ivan Cox,Nigeria,Defender,Sevilla,85,72,69,83,77,60,65,23
Daniel Meza,Scotland,Defender,Grêmio,81,72,63,73,80,60,71,19
Mr. Chad Jones,Ecuador,Forward,Real Betis,77,75,60,70,74,69,68,35
Ashley Wise,Algeria,Goalkeeper,Watford,83,77,59,65,69,55,72,25
Dott. Stefania Morandini,Italy,Defender,RB Leipzig,74,77,67,67,79,66,67,27
Lisa Harper,Poland,Defender,Chelsea,83,72,68,72,74,52,70,38
Christopher Schwartz,Egypt,Goalkeeper,Watford,84,75,66,75,67,59,77,35
Stephanie Griffith,Chile,Defender,Inter Miami,83,68,77,73,73,58,81,21
Kévim Lopes,Portugal,Forward,Nottingham Forest,87,75,64,58,74,61,72,27
Cynthia Wallace,Senegal,Midfielder,OGC Nice,77,77,65,67,77,62,75,31
Paul Cole,Chile,Goalkeeper,Chelsea,85,75,66,78,82,62,83,24
Trevor Gordon,England,Goalkeeper,Fulham,84,73,72,66,78,60,71,26
Julie Conley,Ivory Coast,Forward,Manchester United,83,68,68,76,71,51,77,36
Marina Rudolph,Germany,Midfielder,Borussia Mönchengladbach,83,87,70,72,81,63,66,18
Mrs. Diane Reyes,Algeria,Midfielder,Inter Milan,77,71,64,73,69,45,68,35
Tracy Montoya,Republic of Ireland,Forward,Roma,80,87,64,78,75,50,78,19
Brenda Wright,Mexico,Midfielder,Chittagong Abahani,75,84,62,68,77,63,62,26
Shelly Spencer,Poland,Defender,Juventus,82,77,74,71,77,57,70,37
Valentim Campos,Brazil,Forward,Espanyol,81,76,67,69,69,57,78,26
Bente Knoers,Netherlands,Forward,Wolverhampton,87,77,61,70,82,56,70,21
